year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,43865.07,777811.8,517150.41,41167.48,182935.09,363558.6
2018,46856.0,828606.09,564317.91,44379.63,196317.25,398411.03
2019,50885.79,898448.25,615896.3,48667.97,214717.71,440268.96
2020,52790.51,930194.68,654685.74,50735.2,223081.56,466801.6
2021,54251.57,954004.51,684554.83,52338.75,229354.44,487162.8
2022,55243.07,969877.73,704837.54,53436.43,233536.37,500956.8
2023,56045.87,982576.3,728373.96,54330.39,236881.91,515605.83
2024,56667.02,992100.23,744980.93,55031.88,239391.06,526101.81
2025,57383.33,1003211.49,762858.34,55837.01,242318.41,537631.18
2026,58289.44,1017497.38,788390.39,56848.48,246082.14,553744.53
2027,59056.74,1028608.63,812047.57,57736.91,249009.48,568186.89
2028,59698.68,1038132.56,834856.11,58473.19,251518.64,581846.52
2029,60598.89,1052418.46,856080.98,59476.1,255282.37,595921.95
2030,61148.01,1060355.07,878248.08,60113.13,257373.33,608921.97
2031,62063.5,1074640.96,900013.16,61141.47,261137.06,623318.41
2032,,,927609.8,,,640658.63
2033,,,949974.27,,,655411.25
2034,,,979573.95,,,674220.18
2035,,,1004447.08,,,689106.68
2036,,,1034845.95,,,708390.52
