year,Base case cost,Modeled diesel efficiency
2019,384935.773425,590850.541445
2020,410137.022226,613760.767627
2021,430017.469936,631833.901909
2022,443883.067158,644438.990292
2023,455304.467184,654822.081225
2024,464228.90174,662935.203549
2025,474668.225532,672425.497906
2026,487814.12211,684376.312977
2027,499689.182726,695171.822627
2028,509556.850202,704142.429424
2029,522396.397627,715814.745264
2030,530919.206976,723562.753764
2031,544264.450372,735694.793215
2032,558056.758322,748233.254988
2033,572315.91893,761196.128267
2034,587563.751807,775057.794519
2035,598071.234621,784610.051623
2036,613556.524737,798687.588091
2037,625735.002935,809758.931908
2038,640246.278636,822951.000727
