year,Base case cost,Modeled water and wastewater efficiency
2017,77032.7957558,59752.653353
2018,80170.4209218,61799.0043122
2019,84513.4211853,64688.0132514
2020,86556.2353971,65978.345095
2021,87872.5411858,66765.8353917
2022,88943.8855009,67385.7526101
2023,89771.4773162,67838.8714965
2024,90354.0850493,68124.2610651
2025,91055.7685449,68495.388605
2026,91998.1788216,69036.9083318
2027,92700.1544542,69413.6827805
2028,93281.3328923,69708.9602437
2029,94105.4581201,70175.9937993
2030,94680.8486799,70472.2916129
2031,95499.1307936,70940.1884589
