year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,39381.31,194289.16,179333.76,37651.49,193867.5,140949.78
2018,41063.38,202598.31,180695.42,39107.04,201373.09,143001.85
2019,43391.68,214103.28,190499.48,41121.74,211765.44,150381.81
2020,44487.1,219536.19,195129.17,42069.13,216672.94,153866.79
2021,45193.11,223051.6,198124.85,42679.43,219848.38,156121.78
2022,45767.91,225927.84,200575.86,43175.97,222446.47,157966.77
2023,46212.11,228164.92,202482.21,43559.37,224467.2,159401.76
2024,46525.08,229762.83,203843.88,43829.0,225910.58,160426.76
2025,46901.93,231680.33,198709.24,44153.84,227642.64,157807.78
2026,47407.84,234236.99,200816.15,44590.34,229952.05,159408.72
2027,47784.82,236154.48,202396.34,44915.34,231684.11,160609.43
2028,48097.04,237752.4,203713.15,45184.29,233127.49,161610.02
2029,48539.44,239989.47,198554.81,45566.01,235148.23,159034.97
2030,48848.73,241587.39,199826.77,45832.12,236591.61,160011.16
2031,49288.16,243824.46,201607.52,46210.97,238612.35,161377.82
2032,,,203642.66,,,162939.72
2033,,,198424.73,,,160389.07
2034,,,200633.52,,,162102.28
2035,,,201860.63,,,163054.06
2036,,,204069.43,,,164767.26
