year,Base case cost,Modeled non-residential energy efficiency
2017,388156.662934,385205.416202
2018,403971.397484,397956.487851
2019,425868.722247,416065.65842
2020,436209.125607,424069.425625
2021,442899.97484,428898.833771
2022,448374.306031,432686.1128
2023,452632.119179,435430.693719
2024,455673.414285,437132.020866
2025,459322.968412,439389.161051
2026,464189.040582,442734.787499
2027,467838.594709,445035.570125
2028,470879.889815,446824.206704
2029,475137.702963,449699.813149
2030,478178.998069,451529.094917
2031,482436.811217,454444.393931
