year,Base case cost,Modeled residential energy efficiency
2017,320283.543353,313549.391372
2018,323697.274951,314625.095967
2019,340881.287624,328879.115128
2020,348995.960275,335239.299255
2021,354246.630814,339118.082065
2022,358542.633982,342180.557584
2023,361883.969779,344426.340572
2024,364270.638206,345855.054817
2025,356517.023095,337097.832085
2026,360224.87733,339695.104918
2027,363005.768006,341501.936268
2028,365323.176902,342920.504194
2029,357589.782578,334180.268434
2030,359837.931945,335557.095824
2031,362985.341058,337724.537519
2032,366582.380045,340293.614016
2033,358813.798884,331509.732941
2034,362735.800591,334367.838976
2035,364914.690427,335738.755347
2036,368836.692134,338620.730306
