year,Base case cost,Modeled non-residential energy efficiency
2017,943456.893108,941604.357426
2018,997011.217283,990383.735954
2019,1069309.55492,1056235.89697
2020,1102781.00753,1086723.00855
2021,1125541.5953,1107454.24442
2022,1142946.75066,1123307.54244
2023,1154996.4736,1134282.90261
2024,1164368.48033,1142819.29385
2025,1176418.20327,1153794.65402
2026,1189806.78431,1165989.49866
2027,1201856.50725,1176964.85882
2028,1211228.51398,1185501.25007
2029,1224617.09503,1197696.0947
2030,1232650.24365,1205013.00148
2031,1246038.8247,1217207.84611
