year,Base case cost,Modeled water and wastewater efficiency
2017,135693.075541,111617.540245
2018,143259.786301,116907.529511
2019,153495.440797,124063.75613
2020,158204.439974,127355.557934
2021,161408.24385,129595.190186
2022,163905.619165,131341.760468
2023,165649.031147,132561.265899
2024,167009.57844,133513.030802
2025,168731.811146,134717.38594
2026,170620.479423,136037.732361
2027,172316.863393,137223.600322
2028,173624.782737,138137.724775
2029,175539.327012,139476.577604
2030,176668.365648,140265.809415
2031,178592.451307,141611.484814
