year,annotation,diesel generation efficiency
2003,,0.0
2004,,4.12
2005,,12.86
2006,,7.43
2007,,0.0
2008,,0.0
2009,,2.61
2010,,11.87
2011,,10.43
2012,,12.55
2013,,9.53
2014,start of forecast,10.84
2015,,10.84
2016,,10.84
2017,,10.84
2018,,10.84
2019,,10.84
2020,,10.84
2021,,10.84
2022,,10.84
2023,,10.84
2024,,10.84
2025,,10.84
2026,,10.84
2027,,10.84
2028,,10.84
2029,,10.84
2030,,10.84
2031,,10.84
2032,,10.84
2033,,10.84
2034,,10.84
2035,,10.84
2036,,10.84
2037,,10.84
2038,,10.84
2039,,10.84
2040,,10.84
