year,Base case cost,Modeled residential energy efficiency
2017,223190.317944,223359.543657
2018,232955.500379,232501.656705
2019,254624.250775,253418.482422
2020,260689.04714,259031.286876
2021,265069.177848,263031.381767
2022,268101.576031,265742.181047
2023,270123.174819,267487.101383
2024,281039.127186,278144.378512
2025,283477.648457,280301.909694
2026,285916.169728,282463.827583
2027,288006.330818,284295.072602
2028,299624.881923,295658.891127
2029,302143.392546,297913.351188
2030,303582.541473,299132.649501
2031,306101.052096,301394.995427
2032,308979.34995,304007.530026
2033,311857.647805,306623.78031
2034,314376.158428,308897.275382
2035,326229.128912,320535.580708
2036,329198.843168,323253.880047
