year,Base case cost,Modeled wind power
2019,117853.36857,
2020,122266.502132,
2021,125592.502417,
2022,127340.406007,
2023,128626.877815,
2024,129619.87901,
2025,130736.543922,
2026,132263.883121,
2027,133057.545786,
2028,134276.648554,
2029,135760.613164,
2030,135948.877331,
2031,137403.310308,
2032,139117.067946,
2033,140816.059768,
2034,142229.886748,
2035,143581.881869,
2036,145247.650602,
2037,146092.993626,
2038,147731.999316,
