year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,5822.6,200003.02,83327.93,4571.75,113517.51,139862.39
2018,6229.91,212171.64,86946.84,4813.65,118506.05,146008.66
2019,6755.74,228396.45,96252.9,5121.3,125157.44,158371.35
2020,7021.94,235697.62,98530.26,5281.55,128150.57,162158.79
2021,7229.56,240970.69,100175.03,5408.45,130312.27,164894.15
2022,7381.84,244621.27,101313.71,5502.43,131808.83,166787.87
2023,7491.55,247055.0,102072.83,5571.05,132806.54,168050.35
2024,7588.68,249083.1,107486.65,5632.37,133637.96,173552.47
2025,7713.73,251922.44,108413.52,5709.96,134801.96,175064.12
2026,7850.34,254761.79,109340.39,5795.94,135965.95,176575.78
2027,7970.43,257195.51,110134.86,5871.69,136963.66,177871.48
2028,8090.41,259629.23,115863.68,5947.22,137961.37,183761.21
2029,8219.62,262468.57,116831.78,6027.26,139125.36,185311.62
2030,8307.56,264091.06,117384.98,6083.27,139790.5,186197.57
2031,8431.9,266930.4,118353.08,6159.51,140954.49,187747.98
2032,8566.61,270175.36,119459.48,6241.1,142284.77,189519.87
2033,8703.88,273420.33,120565.88,6324.43,143615.05,191291.77
2034,8822.33,276259.67,121533.97,6396.04,144779.04,192842.18
2035,8915.81,278287.77,127430.77,6453.55,145610.46,198798.36
2036,9045.63,281532.74,128584.29,6531.18,146940.74,200614.56
2037,9141.37,283560.84,129305.24,6590.18,147772.17,201749.68
2038,9274.98,286805.8,130458.76,6670.36,149102.44,203565.87
2039,9378.59,289239.52,131323.89,6732.88,150100.15,204928.02
2040,9514.45,292890.11,132621.6,6812.53,151596.71,206971.24
