year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,0
2004,,0,0,0,0,0,328840
2005,,0,0,0,0,0,439419
2006,,0,0,0,0,0,188803
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,81439
2010,,0,0,0,0,0,360561
2011,,0,0,0,0,0,318030
2012,,0,0,0,0,0,333563
2013,,0,0,0,0,0,296851
2014,start of forecast,0,0,0,0,0,322000
2015,,0,0,0,0,0,321000
2016,,0,0,0,0,0,319000
2017,,0,0,0,0,0,317000
2018,,0,0,0,0,0,315000
2019,,0,0,0,0,0,313000
2020,,0,0,0,0,0,311000
2021,,0,0,0,0,0,310000
2022,,0,0,0,0,0,308000
2023,,0,0,0,0,0,307000
2024,,0,0,0,0,0,306000
2025,,0,0,0,0,0,304000
2026,,0,0,0,0,0,303000
2027,,0,0,0,0,0,301000
2028,,0,0,0,0,0,300000
2029,,0,0,0,0,0,299000
2030,,0,0,0,0,0,297000
2031,,0,0,0,0,0,296000
2032,,0,0,0,0,0,295000
2033,,0,0,0,0,0,294000
2034,,0,0,0,0,0,293000
2035,,0,0,0,0,0,293000
2036,,0,0,0,0,0,292000
2037,,0,0,0,0,0,291000
2038,,0,0,0,0,0,290000
2039,,0,0,0,0,0,289000
2040,,0,0,0,0,0,289000
