year,Base case diesel consumed,Modeled diesel efficiency
2019,28885.6295514,26259.6632285
2020,28701.0568386,26091.8698533
2021,28608.7704822,26007.9731656
2022,28424.1977694,25840.1797904
2023,28331.911413,25756.2831027
2024,28239.6250566,25672.3864151
2025,28055.0523438,25504.5930399
2026,27962.7659874,25420.6963522
2027,27778.1932747,25252.902977
2028,27685.9069183,25169.0062893
2029,27593.6205619,25085.1096017
2030,27409.0478491,24917.3162264
2031,27316.7614927,24833.4195388
2032,27224.4751363,24749.5228512
2033,27132.1887799,24665.6261635
2034,27039.9024235,24581.7294759
2035,27039.9024235,24581.7294759
2036,26947.6160671,24497.8327883
2037,26855.3297107,24413.9361007
2038,26763.0433543,24330.039413
