year,Base case cost,Modeled biomass for heat (cordwood)
2017,265306.204807,275341.025925
2018,281500.312728,287664.682838
2019,306393.926461,307647.252507
2020,316234.932798,314918.596938
2021,323363.259928,320021.390625
2022,328304.265473,323374.926017
2023,331607.090226,325422.28732
2024,337983.061582,330663.054996
2025,341873.056335,333220.668373
2026,345776.452673,335805.569826
2027,349124.018218,337953.900241
2028,356242.490366,343886.380451
2029,360177.235119,346542.367332
2030,362442.779872,347858.880105
2031,366372.443833,350534.749565
2032,370859.587794,353674.444902
2033,375347.531755,356826.702555
2034,379272.584924,359533.254785
2035,386132.245487,365397.029291
2036,390655.547864,368618.30392
