year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,1180.86413772,767.561689516
2018,1191.00651613,774.154235487
2019,1199.78510859,779.860320586
2020,1208.42991323,785.479443598
2021,1216.93599524,791.008396903
2022,1224.02428268,795.615783741
2023,1229.97934884,799.486576748
2024,1235.78212169,803.2583791
2025,1241.98790296,807.292136921
2026,1249.89605207,812.432433847
2027,1257.00846519,817.055502373
2028,1263.96981869,821.580382148
2029,1270.26428922,825.671787993
2030,1275.96809197,829.379259784
2031,1281.28958505,832.838230281
