year,Base case cost,Modeled non-residential energy efficiency
2017,667711.358905,806348.058151
2018,708177.496377,844855.745104
2019,764830.088839,898766.506839
2020,790728.416821,923411.426489
2021,808533.517309,940354.808748
2022,823101.326799,954217.576051
2023,831194.554294,961919.113442
2024,839287.781788,969620.650833
2025,848999.654781,978862.495702
2026,860330.173274,989644.648048
2027,870042.046267,998886.492917
2028,878135.273762,1006588.03031
2029,887847.146755,1015829.87518
2030,894321.728751,1021991.10509
2031,905652.247243,1032773.25744
