year,Base case diesel consumed,Modeled residential ashp
2017,135908.845359,18561.6248293
2018,137160.849614,19813.6290845
2019,139664.858125,22317.637595
2020,140916.86238,23569.6418502
2021,144672.875145,27325.6546159
2022,145924.879401,28577.6588711
2023,148428.887911,31081.6673816
2024,149680.892166,32333.6716368
2025,152184.900677,34837.6801472
2026,155940.913443,38593.6929129
2027,158444.921953,41097.7014234
2028,160948.930463,43601.7099338
2029,162200.934719,44853.7141891
2030,164704.943229,47357.7226995
2031,167208.95174,49861.73121
