year,Base case cost,Modeled water and wastewater efficiency
2017,60584.2416858,74206.2440336
2018,64649.7538264,77033.407871
2019,70314.4089928,80972.5782502
2020,72966.8032281,82817.5031398
2021,74906.0210861,84167.1794877
2022,76452.1227583,85243.0275855
2023,77391.9519916,85897.5580319
2024,78296.1596871,86527.0774625
2025,79391.148804,87289.5023288
2026,80746.4829158,88233.7318758
2027,81867.2367581,89014.3116562
2028,82815.4635704,89674.8381894
2029,83922.5716196,90445.864135
2030,84714.1263223,90997.4911745
2031,86024.2481091,91910.0658421
