year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,37709.67,571747.95,587690.68,22874.57,95963.41,137885.68
2018,39929.37,604681.58,622711.6,24720.38,103495.91,149917.83
2019,43022.58,650788.67,676286.41,27291.83,114041.42,167857.8
2020,44466.29,671866.2,701816.28,28500.51,118862.22,176342.07
2021,45513.66,686357.0,734263.14,29392.36,122176.52,185540.83
2022,46350.94,698213.11,751957.06,30101.18,124888.22,191117.81
2023,46854.36,704799.83,771268.19,30537.6,126394.72,196376.25
2024,47340.72,711386.56,784235.79,30955.44,127901.22,200210.97
2025,47928.89,719290.63,805239.28,31462.26,129709.02,206071.28
2026,48651.6,728512.05,834538.1,32094.88,131818.12,214041.66
2027,49251.45,736416.12,856146.95,32615.78,133625.92,220099.07
2028,49757.89,743002.85,876625.57,33057.57,135132.42,225737.64
2029,50350.94,750906.92,891847.66,33571.63,136940.22,230357.26
2030,50771.33,756176.31,911304.15,33942.79,138145.42,235612.18
2031,51471.5,765397.72,935264.78,34552.75,140254.52,242486.17
2032,,,960993.44,,,249986.67
2033,,,985581.06,,,257064.8
2034,,,1011979.95,,,264783.53
2035,,,1032603.94,,,270418.58
2036,,,1059608.19,,,278334.4
