year,Base case diesel consumed,Modeled residential ashp
2017,3903.82488039,-11989.356398
2018,3903.82488039,-11989.356398
2019,3903.82488039,-11989.356398
2020,3903.82488039,-11989.356398
2021,3640.3319767,-12252.8493017
2022,3640.3319767,-12252.8493017
2023,3640.3319767,-12252.8493017
2024,3640.3319767,-12252.8493017
2025,3640.3319767,-12252.8493017
2026,3640.3319767,-12252.8493017
2027,3640.3319767,-12252.8493017
2028,3640.3319767,-12252.8493017
2029,3640.3319767,-12252.8493017
2030,3640.3319767,-12252.8493017
2031,3640.3319767,-12252.8493017
