year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,25436.3478011,18822.8973728
2018,25436.3478011,18822.8973728
2019,25436.3478011,18822.8973728
2020,25436.3478011,18822.8973728
2021,25436.3478011,18822.8973728
2022,25436.3478011,18822.8973728
2023,25436.3478011,18822.8973728
2024,25436.3478011,18822.8973728
2025,25436.3478011,18822.8973728
2026,25436.3478011,18822.8973728
2027,25436.3478011,18822.8973728
2028,25436.3478011,18822.8973728
2029,25436.3478011,18822.8973728
2030,25436.3478011,18822.8973728
2031,25436.3478011,18822.8973728
