year,Base case cost,Modeled water and wastewater efficiency
2017,19634.7735792,16573.4506628
2018,21006.1758705,17476.5912266
2019,22828.7077273,18676.5853304
2020,23740.6800004,19277.065841
2021,24349.6277949,19678.0500502
2022,24853.7081979,20009.876213
2023,25153.5520862,20207.1802631
2024,25399.6573906,20369.0120835
2025,25746.6878254,20597.2904583
2026,26144.3879509,20858.9382461
2027,26442.8893279,21055.3332598
2028,26741.6520536,21251.9106511
2029,27071.4452055,21468.3791227
2030,27253.6243824,21587.7789908
2031,27642.0393184,21843.0950368
