year,Base case cost,Modeled non-residential energy efficiency
2017,1527308.48937,1405430.05684
2018,1612375.53199,1482914.20122
2019,1728948.88668,1589096.17687
2020,1788810.87964,1643622.05625
2021,1826618.45413,1678059.45375
2022,1858124.76621,1706757.28501
2023,1877028.55346,1723975.98376
2024,1895932.34071,1741194.68251
2025,1914836.12796,1758413.38127
2026,1940041.17762,1781371.64627
2027,1962095.59608,1801460.12815
2028,1980999.38333,1818678.8269
2029,2003053.80178,1838767.30878
2030,2018806.95782,1853116.2244
2031,2044012.00749,1876074.48941
