year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,207044.627496,153213.024347
2018,207044.627496,153213.024347
2019,207044.627496,153213.024347
2020,207044.627496,153213.024347
2021,207044.627496,153213.024347
2022,207044.627496,153213.024347
2023,207044.627496,153213.024347
2024,207044.627496,153213.024347
2025,207044.627496,153213.024347
2026,207044.627496,153213.024347
2027,207044.627496,153213.024347
2028,207044.627496,153213.024347
2029,207044.627496,153213.024347
2030,207044.627496,153213.024347
2031,207044.627496,153213.024347
