year,Base case diesel consumed,Modeled residential ashp
2017,246887.578579,84203.3794439
2018,248252.596476,85568.3973412
2019,248252.596476,85568.3973412
2020,249617.614374,86933.4152386
2021,249617.614374,86933.4152386
2022,249617.614374,86933.4152386
2023,250982.632271,88298.4331359
2024,250982.632271,88298.4331359
2025,252347.650168,89663.4510332
2026,252347.650168,89663.4510332
2027,252347.650168,89663.4510332
2028,253712.668066,91028.4689306
2029,252347.650168,89663.4510332
2030,252347.650168,89663.4510332
2031,252347.650168,89663.4510332
