year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,12140.53,0.0,60246.08,162684.2
2018,12140.53,0.0,60246.08,163583.66
2019,12140.53,0.0,60246.08,163583.66
2020,12140.53,0.0,60246.08,164483.13
2021,12140.53,0.0,60246.08,164483.13
2022,12140.53,0.0,60246.08,164483.13
2023,12140.53,0.0,60246.08,165382.6
2024,12140.53,0.0,60246.08,165382.6
2025,12140.53,0.0,60246.08,166282.06
2026,12140.53,0.0,60246.08,166282.06
2027,12140.53,0.0,60246.08,166282.06
2028,12140.53,0.0,60246.08,167181.53
2029,12140.53,0.0,60246.08,166282.06
2030,12140.53,0.0,60246.08,166282.06
2031,12140.53,0.0,60246.08,166282.06
2032,12140.53,,,168080.99
2033,12140.53,,,168980.46
2034,12140.53,,,170779.39
2035,12140.53,,,171678.85
2036,12140.53,,,173477.78
