year,Base case diesel consumed,Modeled non-residential ashp
2017,246887.578579,228813.755057
2018,248252.596476,230178.772955
2019,248252.596476,230178.772955
2020,249617.614374,231543.790852
2021,249617.614374,231543.790852
2022,249617.614374,231543.790852
2023,250982.632271,232908.808749
2024,250982.632271,232908.808749
2025,252347.650168,234273.826647
2026,252347.650168,234273.826647
2027,252347.650168,234273.826647
2028,253712.668066,235638.844544
2029,252347.650168,234273.826647
2030,252347.650168,234273.826647
2031,252347.650168,234273.826647
