year,Base case diesel consumed,Modeled residential ashp
2017,3560.71349489,-9054.76684026
2018,3560.71349489,-9054.76684026
2019,3560.71349489,-9054.76684026
2020,3353.08228219,-9262.39805296
2021,3353.08228219,-9262.39805296
2022,3353.08228219,-9262.39805296
2023,3145.45106949,-9470.02926566
2024,3145.45106949,-9470.02926566
2025,3145.45106949,-9470.02926566
2026,2937.81985678,-9677.66047837
2027,2937.81985678,-9677.66047837
2028,2937.81985678,-9677.66047837
2029,2730.18864408,-9885.29169107
2030,2522.55743138,-10092.9229038
2031,2522.55743138,-10092.9229038
