year,Base case diesel consumed,Modeled diesel efficiency
2019,54550.1351836,49591.0319851
2020,54565.9633021,49605.4211837
2021,54630.862783,49664.4207118
2022,54630.2786372,49663.8896702
2023,54633.0140146,49666.3763769
2024,54631.3851449,49664.8955863
2025,54631.5592656,49665.0538778
2026,54631.9861417,49665.441947
2027,54631.6435174,49665.1304704
2028,54703.666963,49730.60633
2029,54703.723755,49730.6579591
2030,54703.6571856,49730.5974415
2031,54703.6826345,49730.6205768
2032,54703.6878584,49730.6253258
2033,54775.6132143,49796.012013
2034,54775.61945,49796.0176818
2035,54775.6192814,49796.0175285
2036,54775.6173152,49796.0157411
2037,54775.6186822,49796.0169838
2038,54775.6184263,49796.0167511
