year,Base case cost,Modeled biomass for heat (cordwood)
2017,415427.765914,441724.321803
2018,447868.376706,467201.232262
2019,492918.376706,503012.052918
2020,513647.077499,518961.439515
2021,531239.786868,532948.3221
2022,542122.92766,540905.701623
2023,549374.44766,545910.989089
2024,555719.52766,550195.968854
2025,563883.708452,555992.797578
2026,572948.208452,562546.484502
2027,580206.209245,567642.595239
2028,590058.598614,575517.250087
2029,598272.079406,581443.814066
2030,603750.040198,585146.674818
2031,612875.76099,591858.63311
2032,626609.06036,603031.946148
2033,635789.291152,609834.124829
2034,645887.071944,617406.79272
2035,652315.632736,621984.229711
2036,662406.592736,629583.334695
