year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,54587.08,9118.47,63046.82,17933.8
2018,54560.68,9118.79,63046.82,17933.8
2019,54550.14,9119.24,63046.82,17933.8
2020,54565.96,9119.74,63046.82,17933.8
2021,54630.86,9120.27,63046.82,18475.54
2022,54630.28,9120.65,63046.82,18475.54
2023,54633.01,9120.95,63046.82,18475.54
2024,54631.39,9121.26,63046.82,18475.54
2025,54631.56,9121.74,63046.82,18475.54
2026,54631.99,9122.2,63046.82,18475.54
2027,54631.64,9123.2,63046.82,18475.54
2028,54703.67,9124.27,63046.82,19017.29
2029,54703.72,9124.98,63046.82,19017.29
2030,54703.66,9125.82,63046.82,19017.29
2031,54703.68,9126.61,63046.82,19017.29
2032,54703.69,9127.4,63046.82,19559.03
2033,54775.61,9128.42,63046.82,19559.03
2034,54775.62,9129.02,63046.82,19559.03
2035,54775.62,9129.74,63046.82,19559.03
2036,54775.62,9130.29,63046.82,19559.03
2037,54775.62,9130.7,63046.82,20100.77
2038,54775.62,9131.12,63046.82,20100.77
2039,54775.62,9131.44,63046.82,20100.77
2040,54775.62,9131.73,63046.82,20100.77
