year,Base case cost,Modeled residential energy efficiency
2017,359860.881248,361832.80748
2018,377369.683985,377941.068634
2019,401687.465564,400507.263252
2020,412873.64509,410650.843432
2021,428907.692566,425833.812202
2022,434860.138891,431048.872214
2023,438828.436441,434393.235623
2024,442300.696798,437277.197155
2025,446765.031542,441111.057042
2026,451725.40348,445424.415121
2027,455693.70103,448806.523592
2028,468008.89405,460570.278204
2029,472560.362854,464527.268647
2030,475594.67539,467053.163171
2031,480651.862949,471506.769078
2032,495406.238168,485639.78722
2033,500560.241349,490206.189911
2034,506229.644849,495269.842939
2035,509837.447076,498382.867761
2036,515506.850576,503461.404403
