year,Base case cost,Modeled transmission and interties
2021,235459.018595,
2022,242012.134363,
2023,246394.893206,
2024,250211.743964,
2025,255129.38177,
2026,260594.573896,
2027,264963.471059,
2028,269142.041458,
2029,274065.656013,
2030,277347.541931,
2031,282818.039221,
2032,288835.471892,
2033,294692.799093,
2034,300718.150781,
2035,304552.443204,
2036,310577.750177,
2037,314412.051236,
2038,320437.367794,
2039,324819.415577,
2040,331392.49142,
