year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,63046.8187337,46654.6458629
2018,63046.8187337,46654.6458629
2019,63046.8187337,46654.6458629
2020,63046.8187337,46654.6458629
2021,63046.8187337,46654.6458629
2022,63046.8187337,46654.6458629
2023,63046.8187337,46654.6458629
2024,63046.8187337,46654.6458629
2025,63046.8187337,46654.6458629
2026,63046.8187337,46654.6458629
2027,63046.8187337,46654.6458629
2028,63046.8187337,46654.6458629
2029,63046.8187337,46654.6458629
2030,63046.8187337,46654.6458629
2031,63046.8187337,46654.6458629
