year,Base case cost,Modeled non-residential energy efficiency
2017,741001.282116,829623.711409
2018,785419.445306,871860.099473
2019,844643.662893,928175.283558
2020,874255.771687,956332.875601
2021,893997.177549,975104.603629
2022,910448.349101,990747.710319
2023,920319.052032,1000133.57433
2024,928544.637808,1007955.12768
2025,940060.457895,1018905.30236
2026,953221.395136,1031419.78771
2027,963092.098067,1040805.65173
2028,972962.800999,1050191.51574
2029,984478.621085,1061141.69043
2030,991059.089706,1067398.9331
2031,1004220.02695,1079913.41845
