year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,134388.833598,94212.0968625
2018,134388.833598,94212.0968625
2019,134388.833598,94212.0968625
2020,134388.833598,94212.0968625
2021,134388.833598,94212.0968625
2022,134388.833598,94212.0968625
2023,134388.833598,94212.0968625
2024,134388.833598,94212.0968625
2025,134388.833598,94212.0968625
2026,134388.833598,94212.0968625
2027,134388.833598,94212.0968625
2028,134388.833598,94212.0968625
2029,134388.833598,94212.0968625
2030,134388.833598,94212.0968625
2031,134388.833598,94212.0968625
