year,Base case cost,Modeled wind power
2019,250303.214333,437867.258539
2020,268665.226196,447903.03809
2021,280262.286319,452562.747581
2022,289926.503089,455765.225578
2023,296926.403433,456958.508311
2024,302001.113473,456697.052911
2025,308776.779481,457876.038984
2026,316770.652479,460192.406049
2027,323807.287459,461832.573595
2028,328914.140304,462003.79831
2029,337472.808322,465174.81698
2030,342874.303557,465827.146467
2031,351217.920896,468965.206527
2032,359304.395788,471933.981978
2033,368091.731555,475507.297487
2034,377174.475015,479459.808621
2035,383337.290211,481120.57352
2036,392752.176,485566.957192
2037,398270.762884,486923.552881
2038,407734.628187,491573.15408
