year,Base case diesel consumed,Modeled solar power (pv)
2016,96642.1676963,95560.9071485
2017,96642.1676963,95569.5572329
2018,96565.6372058,95501.6076261
2019,96642.1676963,95586.6503533
2020,96642.1676963,95595.094492
2021,96642.1676963,95603.4710776
2022,96642.1676963,95611.7806506
2023,96718.6981868,95696.5542375
2024,96795.2286773,95781.2618796
2025,96795.2286773,95789.3736139
2026,96871.7591678,95873.950945
2027,96948.2896583,95958.4639012
2028,97024.8201488,96042.9129978
2029,97254.4116203,96280.3597265
2030,97407.4726013,96441.2131227
2031,97560.5335823,96602.0041795
2032,97637.0640728,96686.2029052
2033,97637.0640728,96693.8097946
2034,97713.5945633,96777.8863193
2035,97790.1250539,96861.9024758
