year,Base case cost,Modeled non-residential energy efficiency
2017,317913.921561,321465.577544
2018,335851.486542,337458.060846
2019,361942.49015,360719.854741
2020,373357.304229,370896.88957
2021,382326.086719,378893.131221
2022,388033.493759,383981.648636
2023,392925.556935,388343.234991
2024,396186.932386,391250.959228
2025,400263.6517,394885.614524
2026,405155.714877,399247.200879
2027,410047.778053,403608.787234
2028,413309.153504,406516.511471
2029,418201.216681,410878.097826
2030,421462.592132,413785.822063
2031,426354.655309,418147.408418
