year,Base case diesel consumed,Modeled residential ashp
2017,48657.5831969,6240.05638407
2018,48657.5831969,6240.05638407
2019,47680.9167487,5263.3899359
2020,47680.9167487,5263.3899359
2021,47680.9167487,5263.3899359
2022,47680.9167487,5263.3899359
2023,47680.9167487,5263.3899359
2024,46704.2503005,4286.72348774
2025,46704.2503005,4286.72348774
2026,45727.5838524,3310.05703957
2027,45727.5838524,3310.05703957
2028,44750.9174042,2333.39059141
2029,44750.9174042,2333.39059141
2030,44750.9174042,2333.39059141
2031,43774.250956,1356.72414324
