year,Base case diesel consumed,Modeled non-residential ashp
2017,48657.5831969,34398.744619
2018,48657.5831969,34398.744619
2019,47680.9167487,33422.0781708
2020,47680.9167487,33422.0781708
2021,47680.9167487,33422.0781708
2022,47680.9167487,33422.0781708
2023,47680.9167487,33422.0781708
2024,46704.2503005,32445.4117226
2025,46704.2503005,32445.4117226
2026,45727.5838524,31468.7452745
2027,45727.5838524,31468.7452745
2028,44750.9174042,30492.0788263
2029,44750.9174042,30492.0788263
2030,44750.9174042,30492.0788263
2031,43774.250956,29515.4123781
