year,Base case diesel consumed,Modeled non-residential ashp
2017,9373.76877989,8958.2482652
2018,9373.76877989,8958.2482652
2019,9373.76877989,8958.2482652
2020,9373.76877989,8958.2482652
2021,9373.76877989,8958.2482652
2022,9373.76877989,8958.2482652
2023,9373.76877989,8958.2482652
2024,9373.76877989,8958.2482652
2025,9373.76877989,8958.2482652
2026,9373.76877989,8958.2482652
2027,9373.76877989,8958.2482652
2028,9373.76877989,8958.2482652
2029,9373.76877989,8958.2482652
2030,9373.76877989,8958.2482652
2031,9373.76877989,8958.2482652
