year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,18327.01,2043136.07,3228063.02,67599.86,1417632.49,1222391.48
2018,20453.29,2281997.95,3495368.46,67638.77,1418786.42,1221826.04
2019,23407.33,2613322.5,3867086.7,67701.56,1420387.04,1221642.25
2020,24833.73,2775132.16,4044926.03,67720.35,1421168.73,1220751.51
2021,25767.08,2883005.27,4160971.09,67720.45,1421689.86,1219635.51
2022,26492.18,2967762.71,4243708.04,67715.59,1422099.32,1216858.61
2023,27005.18,3029404.48,4306606.91,67702.36,1422397.11,1215549.01
2024,27377.51,3075635.82,4344983.96,67684.16,1422620.45,1212610.55
2025,27880.32,3137277.59,4400325.5,67665.73,1422918.24,1209734.41
2026,28446.71,3206624.59,4463845.23,67646.98,1423253.25,1206888.52
2027,28937.4,3268266.37,4518274.62,67622.84,1423551.04,1204009.67
2028,29289.02,3314497.7,4555131.42,67594.63,1423774.38,1201066.72
2029,29880.65,3383844.69,4624743.5,67596.56,1424109.4,1199783.03
2030,30191.31,3422370.8,4659956.72,67586.14,1424295.52,1198373.33
2031,30837.02,3499423.02,4729968.54,67582.1,1424667.75,1195552.7
2032,,,4790945.31,,,1192699.28
2033,,,4859879.13,,,1189875.45
2034,,,4928260.14,,,1187049.99
2035,,,4979069.61,,,1185698.55
2036,,,5054883.56,,,1184439.27
