year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,46418.13,6912.4,770522.2,880011.33
2018,46418.13,6906.81,770522.2,878629.28
2019,46418.13,6902.12,770522.2,877247.24
2020,46418.13,6895.72,770522.2,875865.19
2021,46418.13,6887.16,770522.2,874483.14
2022,46418.13,6878.72,770522.2,871719.04
2023,46418.13,6869.23,770522.2,870337.0
2024,46418.13,6859.26,770522.2,867572.9
2025,46418.13,6847.98,770522.2,864808.8
2026,46418.13,6835.98,770522.2,862044.71
2027,46418.13,6822.73,770522.2,859280.61
2028,46418.13,6809.3,770522.2,856516.51
2029,46418.13,6804.48,770522.2,855134.46
2030,46418.13,6797.82,770522.2,853752.42
2031,46418.13,6790.32,770522.2,850988.32
2032,46418.13,,,848224.22
2033,46418.13,,,845460.13
2034,46418.13,,,842696.03
2035,46418.13,,,841313.98
2036,46418.13,,,839931.93
