year,Base case cost,Modeled biomass for heat (cordwood)
2017,2043008.92151,2561814.04193
2018,2281883.14151,2726342.15395
2019,2613224.80151,2959526.94025
2020,2775042.82151,3067638.17161
2021,2882921.50151,3136135.64179
2022,2967683.32151,3187804.02031
2023,3029328.28151,3222637.11584
2024,3075562.00151,3246326.6345
2025,3137206.96151,3281657.68126
2026,3206557.54151,3322926.73752
2027,3268202.50151,3358732.6676
2028,3314436.22151,3383372.22
2029,3383786.80151,3425328.78643
2030,3422314.90151,3444712.85598
2031,3499371.10151,3492799.07864
2032,,
2033,,
2034,,
2035,,
2036,,
