year,Base case cost,Modeled non-residential energy efficiency
2017,3460768.56167,3913513.77596
2018,3700784.37444,4133979.65249
2019,4033709.53409,4447689.90809
2020,4196300.89112,4591719.8757
2021,4304695.12915,4682050.7404
2022,4389862.03045,4749603.48742
2023,4451801.59504,4794368.26877
2024,4498256.26848,4824068.2346
2025,4560195.83306,4869625.06274
2026,4629877.84322,4923296.81397
2027,4691817.40781,4969608.99682
2028,4738272.08125,5000820.09695
2029,4807954.09141,5055585.40953
2030,4846666.31927,5079767.22109
2031,4924090.775,5142952.2922
