year,Base case cost,Modeled residential energy efficiency
2017,4450454.4944,4254667.16564
2018,4717194.50137,4447882.65778
2019,5088728.95059,4722510.27078
2020,5265677.54292,4846234.3421
2021,5380606.60264,4922024.22188
2022,5460566.65119,4969033.1939
2023,5522155.91305,5003853.15372
2024,5557594.51269,5016725.356
2025,5610059.90764,5042930.46574
2026,5670733.74896,5075616.92881
2027,5722284.29001,5101392.62092
2028,5756198.13315,5113711.2123
2029,5824526.53055,5154755.01962
2030,5858330.04894,5169388.07319
2031,5925521.24304,5207763.48973
2032,5983644.58256,5239256.76172
2033,6049754.58568,5276972.03615
2034,6115310.13189,5314336.00609
2035,6164768.16475,5341718.9213
2036,6239322.82505,5388474.13767
