year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,10057.88,177240.38,197288.92,20604.58,140003.44,187212.69
2018,10727.42,188721.18,214953.92,21615.35,146413.3,200678.55
2019,11663.11,204866.06,238164.5,23011.75,155427.15,218229.14
2020,12110.2,212400.34,246005.15,23700.27,159633.62,224135.28
2021,12418.65,217423.19,258506.26,24196.0,162437.93,233503.0
2022,12672.38,221369.72,270125.09,24625.63,164641.31,242174.31
2023,12853.51,224239.92,280764.36,24925.4,166243.78,250088.94
2024,12994.22,226392.57,283199.13,25167.29,167445.62,251896.94
2025,13155.7,228904.0,293659.62,25439.6,168847.78,259650.85
2026,13361.54,232132.97,305126.29,25782.96,170650.55,268127.97
2027,13545.38,235003.17,308545.6,26090.83,172253.01,270645.78
2028,13693.19,237155.83,318978.66,26356.47,173454.86,278332.73
2029,13877.97,240026.03,330439.5,26666.9,175057.32,286756.28
2030,14021.57,242178.68,341153.61,26917.08,176259.17,294617.34
2031,14231.71,245407.65,345292.22,27273.41,178061.94,297630.67
2032,,,357645.31,,,306656.88
2033,,,370192.99,,,315803.63
2034,,,383427.52,,,325425.81
2035,,,386381.18,,,327555.23
2036,,,399896.77,,,337351.52
