year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,35878.0,26528.8470224
2018,35878.0,26528.8470224
2019,35878.0,26528.8470224
2020,35878.0,26528.8470224
2021,35878.0,26528.8470224
2022,35878.0,26528.8470224
2023,35878.0,26528.8470224
2024,35878.0,26528.8470224
2025,35878.0,26528.8470224
2026,35878.0,26528.8470224
2027,35878.0,26528.8470224
2028,35878.0,26528.8470224
2029,35878.0,26528.8470224
2030,35878.0,26528.8470224
2031,35878.0,26528.8470224
2032,,
2033,,
2034,,
2035,,
2036,,
