year,Base case diesel consumed,Modeled diesel efficiency
2019,30691.3536571,27901.2305973
2020,30802.9585795,28002.6896177
2021,30914.5635019,28104.1486381
2022,31026.1684243,28205.6076584
2023,31026.1684243,28205.6076584
2024,31137.7733466,28307.0666788
2025,31249.378269,28408.5256991
2026,31360.9831914,28509.9847195
2027,31360.9831914,28509.9847195
2028,31472.5881138,28611.4437398
2029,31584.1930362,28712.9027602
2030,31584.1930362,28712.9027602
2031,31695.7979586,28814.3617805
2032,31807.402881,28915.8208009
2033,31919.0078034,29017.2798212
2034,32030.6127258,29118.7388416
2035,32142.2176481,29220.197862
2036,32142.2176481,29220.197862
2037,32253.8225705,29321.6568823
2038,32365.4274929,29423.1159027
