year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,4407.27,200947.0,200947.0
2004,,4407.27,217234.0,217234.0
2005,,4407.27,247216.0,247216.0
2006,,4407.27,279508.0,279508.0
2007,,4407.27,239240.0,239240.0
2008,,4407.27,253814.0,253814.0
2009,,4407.27,294180.0,294180.0
2010,,4407.27,325886.0,325886.0
2011,,4407.27,288739.0,288739.0
2012,,4407.27,271800.0,271800.0
2013,,4407.27,116074.0,116074.0
2014,,4407.27,267875.0,267875.0
2015,,4407.27,278162.0,278162.0
2016,start of forecast,4407.27,273000.0,273000.0
2017,,4407.27,274000.0,274000.0
2018,,4407.27,274000.0,274000.0
2019,,4407.27,275000.0,275000.0
2020,,4407.27,276000.0,276000.0
2021,,4407.27,277000.0,277000.0
2022,,4407.27,278000.0,278000.0
2023,,4407.27,278000.0,278000.0
2024,,4407.27,279000.0,279000.0
2025,,4407.27,280000.0,280000.0
2026,,4407.27,281000.0,281000.0
2027,,4407.27,281000.0,281000.0
2028,,4407.27,282000.0,282000.0
2029,,4407.27,283000.0,283000.0
2030,,4407.27,283000.0,283000.0
2031,,4407.27,284000.0,284000.0
2032,,4407.27,285000.0,285000.0
2033,,4407.27,286000.0,286000.0
2034,,4407.27,287000.0,287000.0
2035,,4407.27,288000.0,288000.0
2036,,4407.27,288000.0,288000.0
2037,,4407.27,289000.0,289000.0
2038,,4407.27,290000.0,290000.0
2039,,4407.27,291000.0,291000.0
2040,,4407.27,292000.0,292000.0
