year,Base case cost,Modeled biomass for heat (cordwood)
2017,177242.776613,199317.532393
2018,188723.736613,207440.029741
2019,204868.836613,219019.872522
2020,212403.216613,224241.185887
2021,217426.136613,227613.677098
2022,221372.716613,230198.307913
2023,224242.956613,231994.890718
2024,226395.636613,233268.530761
2025,228907.096613,234814.914527
2026,232136.116613,236899.155751
2027,235006.356613,238725.21839
2028,237159.036613,240027.647335
2029,240029.276613,241867.43373
2030,242181.956613,243183.264782
2031,245410.976613,245301.427643
2032,,
2033,,
2034,,
2035,,
2036,,
