year,Base case cost,Modeled diesel efficiency
2019,107726.651336,263750.451657
2020,114587.005916,266100.798601
2021,119330.215117,266617.553999
2022,123173.888644,266405.500934
2023,125655.982118,265042.514275
2024,127976.248455,263617.24254
2025,130622.401165,262571.07345
2026,133911.398227,262190.209004
2027,136420.276883,261179.150573
2028,138794.113582,260122.479615
2029,141813.026733,259727.586446
2030,143708.078315,258384.579692
2031,147068.502528,258445.584092
2032,150449.015627,258595.021295
2033,153849.617612,258831.246644
2034,157590.614611,259443.841505
2035,160068.243888,258973.271291
2036,163282.465653,259236.149994
2037,165784.648013,258914.043776
2038,169594.840063,259841.90019
