year,Base case diesel consumed,Modeled residential ashp
2017,40738.1745372,5563.77850164
2018,41990.1787924,6815.78275686
2019,43242.1830477,8067.78701209
2020,43242.1830477,8067.78701209
2021,44494.1873029,9319.79126732
2022,45746.1915581,10571.7955225
2023,46998.1958134,11823.7997778
2024,46998.1958134,11823.7997778
2025,48250.2000686,13075.804033
2026,49502.2043238,14327.8082882
2027,49502.2043238,14327.8082882
2028,50754.208579,15579.8125435
2029,52006.2128343,16831.8167987
2030,53258.2170895,18083.8210539
2031,53258.2170895,18083.8210539
