year,Base case cost,Modeled non-residential energy efficiency
2017,317243.821757,322489.780129
2018,335134.478379,337223.040146
2019,360293.214254,358435.992049
2020,372033.957662,367762.542191
2021,379861.119935,373640.258576
2022,386011.033148,378053.993871
2023,390483.697304,381003.159556
2024,393838.195421,382983.544729
2025,397751.776557,385483.679617
2026,402783.523732,388999.37994
2027,407256.187887,392041.018958
2028,410610.686004,394111.710121
2029,415083.350159,397196.398277
2030,418437.848276,399309.129619
2031,423469.595451,402931.236468
