year,Base case cost,Modeled non-residential energy efficiency
2017,267257.100253,280461.32015
2018,283916.797981,295867.342257
2019,307624.829362,317791.296794
2020,319158.46625,328457.004406
2021,326847.557509,335567.476148
2022,333255.133558,341492.869266
2023,337099.679187,345048.105136
2024,340303.467212,348010.801695
2025,344788.770446,352158.576878
2026,349914.831285,356898.891372
2027,353759.376914,360454.127243
2028,357603.922544,364009.363114
2029,362089.225778,368157.138297
2030,365293.013803,371119.834856
2031,370419.074642,375860.14935
