year,Base case diesel consumed,Modeled diesel efficiency
2019,43718.9563235,39744.5057487
2020,43718.9563235,39744.5057487
2021,43807.0945828,39824.6314389
2022,43895.232842,39904.7571291
2023,43983.3711013,39984.8828194
2024,44071.5093605,40065.0085096
2025,44159.6476198,40145.1341998
2026,44247.7858791,40225.25989
2027,44247.7858791,40225.25989
2028,44335.9241383,40305.3855803
2029,44424.0623976,40385.5112705
2030,44512.2006568,40465.6369607
2031,44600.3389161,40545.762651
2032,44600.3389161,40545.762651
2033,44688.4771753,40625.8883412
2034,44776.6154346,40706.0140314
2035,44864.7536938,40786.1397217
2036,44864.7536938,40786.1397217
2037,44952.8919531,40866.2654119
2038,45041.0302123,40946.3911021
