year,Base case diesel consumed,Modeled non-residential ashp
2017,45530.2631438,31871.184187
2018,45530.2631438,31871.184187
2019,45530.2631438,31871.184187
2020,45530.2631438,31871.184187
2021,45530.2631438,31871.184187
2022,45530.2631438,31871.184187
2023,45530.2631438,31871.184187
2024,45530.2631438,31871.184187
2025,45530.2631438,31871.184187
2026,45530.2631438,31871.184187
2027,45530.2631438,31871.184187
2028,45530.2631438,31871.184187
2029,45530.2631438,31871.184187
2030,45530.2631438,31871.184187
2031,45530.2631438,31871.184187
