year,Base case cost,Modeled solar power (pv)
2016,66620.3001017,68948.3831519
2017,81860.2380334,84058.4823676
2018,93369.9506575,95474.9737973
2019,109734.580372,111706.099751
2020,117603.99251,119515.867908
2021,123097.935778,124973.637901
2022,127735.12757,129582.728611
2023,130630.612171,132465.3623
2024,133095.958269,134921.789684
2025,136453.311145,138263.194448
2026,140265.481237,142056.152484
2027,142920.348389,144699.32269
2028,145865.190415,147632.732497
2029,149264.849656,151017.711899
2030,151786.60424,153532.062161
2031,155655.182817,157383.07605
2032,159223.20993,160933.89998
2033,163112.94169,164806.785403
2034,167464.541725,169138.520605
2035,170037.4165,171705.307232
