year,Base case cost,Modeled biomass for heat (cordwood)
2017,156203.968606,191605.738719
2018,168041.768606,200358.764165
2019,184887.868606,212814.992685
2020,193083.268606,218874.779533
2021,198546.868606,222914.637431
2022,203099.868606,226281.18568
2023,205831.668606,228301.114629
2024,208108.168606,229984.388753
2025,211295.268606,232340.972527
2026,214937.668606,235034.211126
2027,217669.468606,237054.140075
2028,220401.268606,239074.069025
2029,223588.368606,241430.652799
2030,225864.868606,243113.926923
2031,229507.268606,245807.165522
2032,,
2033,,
2034,,
2035,,
2036,,
