year,Base case cost,Modeled diesel efficiency
2019,144263.831983,322479.895485
2020,154279.123809,331584.706236
2021,161045.389447,337735.856817
2022,166184.182161,342407.486556
2023,169702.16157,345605.649655
2024,172140.585386,347822.398579
2025,175639.325891,351003.071765
2026,180193.943336,355143.633079
2027,183670.485105,358304.125596
2028,186073.390945,360488.58545
2029,190061.592111,364114.222875
2030,192447.47892,366283.210883
2031,197218.904017,370620.870062
2032,201178.986785,374220.945306
2033,205368.065051,378029.198274
2034,210352.206573,382560.236021
2035,212689.256163,384684.826558
2036,217953.841711,389470.81342
2037,220801.810742,392059.876175
2038,225215.836195,396072.626587
