year,Base case diesel consumed,Modeled diesel efficiency
2019,53829.7880534,48936.1709577
2020,53755.7922679,48868.9020618
2021,53681.7964825,48801.6331659
2022,53607.800697,48734.36427
2023,53533.8049115,48667.0953741
2024,53459.8091261,48599.8264782
2025,53385.8133406,48532.5575824
2026,53311.8175551,48465.2886865
2027,53237.8217696,48398.0197906
2028,53163.8259842,48330.7508947
2029,53089.8301987,48263.4819988
2030,53015.8344132,48196.2131029
2031,53015.8344132,48196.2131029
2032,52941.8386278,48128.944207
2033,52793.8470568,47994.4064153
2034,52719.8512713,47927.1375194
2035,52645.8554859,47859.8686235
2036,52645.8554859,47859.8686235
2037,52571.8597004,47792.5997276
2038,52497.8639149,47725.3308317
