year,Base case cost,Modeled solar power (pv)
2016,168007.108063,177464.843746
2017,201815.407936,210436.459036
2018,227922.772974,235870.200219
2019,262654.261839,269794.807369
2020,280229.82195,286881.968918
2021,292958.639859,299223.987928
2022,303544.540291,309470.383025
2023,311165.045781,316810.450637
2024,318577.134363,323948.68454
2025,326349.406529,331453.541981
2026,335776.425023,340594.306902
2027,344206.819037,348757.481308
2028,351119.546301,355433.953988
2029,360010.13604,364069.446678
2030,366245.858044,370092.552219
2031,375784.078848,379375.111187
2032,386228.703389,389558.003851
2033,395948.065063,399033.491013
2034,406240.223543,409075.649005
2035,413637.625028,416275.551876
